Piloto,Volta,Distancia_Volta,Track_X,Track_Y,Velocidade_KMH,Engine_RPM,ICE_Temp_Celsius,Brake_Temp_Celsius
MCL-Lando,1,190.0,97.53764751165109,9.959007135638167,284.79617093750346,13575.594046806393,100.75029252272832,391.83921400744214
MCL-Lando,1,200.0,97.35166157826028,10.756616069065025,277.96483183115885,13458.667986359793,101.01137072112982,398.4115829861497
MCL-Lando,1,210.0,97.52800578634032,11.60424545830528,283.10841298127787,13666.533236964491,101.29868654658434,418.7136782295057
MCL-Lando,1,220.0,96.74617119474674,11.530600529186962,276.4358428308541,13610.662759335804,100.99937280737375,386.78501460462985
MCL-Lando,1,230.0,96.83674417658153,12.11899595476524,283.9599920672631,13433.476251456232,103.08366087326445,404.6839878882762
MCL-Lando,1,240.0,96.19265608732184,12.944454423678408,277.80856958501204,13445.026591684169,101.57559461960112,401.9639314039159
MCL-Lando,1,250.0,96.60390120564938,13.793771053328783,275.5008286758144,13616.765515631354,103.30669585167355,390.575151319342
MCL-Lando,1,260.0,95.70539159433704,14.225479109143851,282.00875981565207,13569.313806297327,100.95149622884675,390.9051843087854
MCL-Lando,1,270.0,95.95909928748453,14.003685491459942,284.7283275353255,13637.268470345192,102.3498071329581,403.71141796347
MCL-Lando,1,270.0,95.95909928748453,14.003685491459942,284.7283275353255,13637.268470345192,102.3498071329581,403.71141796347
MCL-Lando,1,280.0,95.231588272359,14.690804704061682,281.3936715677794,13359.351073944872,100.78095845275706,411.7920089153321
MCL-Lando,1,290.0,95.08772413311515,15.735581141663133,284.6010443339143,13631.94121702661,102.98669710676013,411.240313329634
MCL-Lando,1,300.0,94.27279601460823,15.769455847592225,276.3525746002951,13387.0780972465,103.45472598089513,400.5197791722202
MCL-Lando,1,310.0,93.94773152760315,16.669680414426455,284.8034718019532,13681.312612348596,101.44914668138343,381.67383038679736
MCL-Lando,1,310.0,93.94773152760315,16.669680414426455,284.8034718019532,13681.312612348596,101.44914668138343,381.67383038679736
MCL-Lando,1,320.0,94.23402608477782,16.612422461672878,282.6485451695635,13418.55446484677,102.26260643397826,414.3320990495108
MCL-Lando,1,330.0,93.7504125612908,17.694398795975104,282.62641563476114,13631.207592654366,102.96890623480212,393.9406338608981
MCL-Lando,1,330.0,93.7504125612908,17.694398795975104,282.62641563476114,13631.207592654366,102.96890623480212,393.9406338608981
MCL-Lando,1,340.0,93.45078563778783,18.068383766468056,275.63230587567614,13431.138985184469,102.35577778247021,401.7838743934545
MCL-Lando,1,350.0,92.67303830808464,18.208179593086584,278.47355568437945,13595.686296458724,101.90066106952555,403.28628673088025
MCL-Lando,1,360.0,92.3640151568134,19.32626846573824,279.2641267517532,13416.16454759317,101.00715313456557,417.1932251832628
MCL-Lando,1,370.0,92.08973035426952,19.574465880617474,277.8565979115976,13315.81462585769,102.83943523187675,388.3756069481876
MCL-Lando,1,380.0,91.95344907090075,20.403510933804966,281.87414222578093,13683.716420108989,102.78996622533954,418.60610223884856
MCL-Lando,1,390.0,91.22721435302455,20.494596972693756,276.2287479701968,13307.998815115587,101.85028702777866,395.06647210951667
MCL-Lando,1,400.0,90.28852836714248,20.646384525196662,283.3065847065893,13511.77589805179,100.5976278218704,406.10848060452304
MCL-Lando,1,410.0,90.17718192258958,21.175589524900726,281.598817718715,13400.023257110623,103.10161484354244,404.65017117183623
MCL-Lando,1,420.0,89.33263101010051,22.360070026093915,283.3651785209647,13550.17612049509,101.79465703068455,389.5590502484806
MCL-Lando,1,430.0,89.77693036359328,22.46630469281564,275.86649357905907,13339.919943731902,101.42337200020876,388.84099554072446
MCL-Lando,1,440.0,89.1748941633418,22.446603112352282,278.93341959125723,13611.985456099359,102.36378484272461,400.8001139685719
MCL-Lando,1,450.0,88.68305534005131,23.73394618241033,282.8882978777176,13331.961142446686,102.83165981515735,419.1120736309214
MCL-Lando,1,460.0,87.63296196339829,23.806688957869664,283.20014251565397,13371.477531217171,101.55340109402444,419.3945326256279
MCL-Lando,1,470.0,87.19504375480743,24.4184453062247,277.43743575582704,13361.058191370581,102.30468859273627,414.1465998891666
MCL-Lando,1,480.0,87.27462312980495,24.809265232171313,276.124330757475,13564.909392254824,101.49792141315619,417.1203741764281
MCL-Lando,1,490.0,86.65043907749317,25.4198601099961,277.5525111990317,13569.044079439842,101.34986352030182,410.42950423732145
MCL-Lando,1,500.0,85.74379432927414,26.065602224857994,275.8309417054672,13510.193255243348,102.01269963005888,392.5546807360875
MCL-Lando,1,510.0,85.58367505003044,25.768084584975743,275.2074628983744,13590.174372627756,102.97337127117702,381.2184398881354
MCL-Lando,1,520.0,84.20926716381148,27.12639206500069,279.6808867482261,13378.424264215879,101.87895370684024,408.1568323697095
MCL-Lando,1,520.0,84.20926716381148,27.12639206500069,279.6808867482261,13378.424264215879,101.87895370684024,408.1568323697095
MCL-Lando,1,530.0,84.12257316206679,26.951154956583128,,,103.11203256627877,406.49384669368726
MCL-Lando,1,530.0,84.12257316206679,26.951154956583128,,,103.11203256627877,406.49384669368726
MCL-Lando,1,540.0,83.29732918022712,27.369804032860515,283.91765621120004,13480.92637846745,102.72211507469058,381.4358465354652
MCL-Lando,1,550.0,83.26318238436626,27.9244046209123,,,103.07715258933531,388.2172795405066
MCL-Lando,1,560.0,81.81909234663594,28.818927894958165,,,101.02898448784255,406.0384835665428
MCL-Lando,1,570.0,81.9923570834076,28.478745616236488,,,100.62436408000355,389.96708801200987
MCL-Lando,1,580.0,80.63144948527284,29.588814294252675,,,101.7059296106117,389.2673917644024
MCL-Lando,1,590.0,79.81226613291236,29.34061155633798,282.4904102940172,13550.14357886729,101.68267232462536,386.6128621768696
MCL-Lando,1,600.0,79.82592610702011,30.414420305296755,,,101.77955836588335,396.28613916403543
MCL-Lando,1,610.0,78.7541117450594,30.293441262313536,,,100.61522742643697,404.10096701973345
MCL-Lando,1,620.0,78.47638286376646,31.206882585922656,279.8030459466091,13506.972845724538,103.26407734616238,389.0063066172653
MCL-Lando,1,630.0,77.26918853261202,31.168035950767692,,,100.50431249042418,416.3007040782432
MCL-Lando,1,640.0,76.70987212237097,31.900335284600047,282.05330975148496,13482.227510480032,102.13583304467745,381.1878210132862
MCL-Lando,1,650.0,76.53868139462396,32.42397073297874,282.96888384985965,13410.600129532457,102.53064791498205,401.49765988229166
MCL-Lando,1,660.0,75.36111791083536,32.870886606515896,280.9664878147185,13447.402540067384,103.43874872543458,401.4018972075972
MCL-Lando,1,670.0,74.45402287055016,33.441918529765026,,,102.70299084613342,401.81140116425945
MCL-Lando,1,680.0,74.06522979648628,33.75197042605869,,,102.31078593584714,386.18761641358805
MCL-Lando,1,690.0,73.8041195246359,33.897035353978715,,,101.1836532370753,399.3449917275086
MCL-Lando,1,700.0,72.887643906368,34.02539953805021,278.4551974379716,13305.559899591708,101.99146788370848,399.76752197235487
MCL-Lando,1,710.0,71.4535097614209,35.104188398873795,282.7548422781345,13481.119486187628,101.89894727137933,404.04302731070925
MCL-Lando,1,710.0,71.4535097614209,35.104188398873795,282.7548422781345,13481.119486187628,101.89894727137933,404.04302731070925
MCL-Lando,1,720.0,70.96995058134938,35.26547318181156,280.5185502156329,13328.803026484858,100.83204139383503,406.3325247123939
MCL-Lando,1,730.0,69.98176709968335,35.12802397466795,282.2959752807807,13586.48036434417,101.12743321982312,393.85218093696176
MCL-Lando,1,740.0,69.67124762156551,35.973041702655266,278.8354823925469,13641.162272797439,101.76810963495335,416.13435543288176
MCL-Lando,1,750.0,68.29632397166685,35.88897588946929,277.2073544124115,13698.090766549098,101.18206325260967,413.143656197848
MCL-Lando,1,760.0,68.29510175076486,36.91902672235,275.57296240558765,13347.387851518639,102.10884819676437,394.518617518398
MCL-Lando,1,770.0,67.32307872530583,37.066705236895466,281.67333702294894,13431.38303484257,102.30578244742908,395.6544699912847
MCL-Lando,1,770.0,67.32307872530583,37.066705236895466,281.67333702294894,13431.38303484257,102.30578244742908,395.6544699912847
MCL-Lando,1,780.0,65.90103234050295,36.9793435948032,277.95271685086936,13357.617445807675,101.54809529438705,411.9527139382021
MCL-Lando,1,790.0,65.11568832127953,37.30463773069356,280.98796697482123,13355.91180820756,101.70054132722294,393.9416778342895
MCL-Lando,1,800.0,64.4291241667607,38.32144208650454,283.77942382070165,13567.038744990208,101.03592950720147,398.73085444060393
MCL-Lando,1,810.0,64.20878303588205,38.22150017800356,277.8822059391319,13460.795368906145,100.8060220843237,403.80005275877204
MCL-Lando,1,820.0,62.769185028406696,39.170423861939405,283.17753484428135,13590.783495481106,103.00555138257194,380.8796304481504
MCL-Lando,1,830.0,62.473548718357975,39.139949228529744,279.8971477152584,13442.260907649725,102.62814510171775,407.72823439701386
MCL-Lando,1,840.0,61.83977963793898,39.5736276353966,281.0155875672813,13676.01122767124,102.38489227405135,408.15520240696924
MCL-Lando,1,850.0,60.84637868641304,39.32901324807826,276.3799936368385,13302.680445564987,100.9752056063195,405.43600597552285
MCL-Lando,1,860.0,59.69382382329636,39.766441118833185,284.6408169284703,13668.68244878691,103.10004569203213,391.9693577732081
MCL-Lando,1,870.0,58.59804710465863,40.65456843271915,275.52948976453337,13380.837120426735,101.64620404260738,388.80567646066527
MCL-Lando,1,880.0,58.26839151288069,41.135936711921005,284.03436644332174,13314.01104349084,102.58021925767028,412.0514087490269
MCL-Lando,1,890.0,56.62794773747528,41.49393969672253,280.8210350027905,13341.827018907476,103.13697538806638,393.4840028111472
MCL-Lando,1,900.0,55.619856292162275,41.06780204026617,279.6844220529387,13629.386051822554,103.29796972831879,414.9426659628632
MCL-Lando,1,910.0,55.06905464697248,41.74886091117407,278.95403356678787,13426.266707853316,102.41597604091608,382.1084068080626
MCL-Lando,1,920.0,54.51117969481175,41.875440797097504,276.1606681019436,13335.49922061283,102.55791068807721,414.93833867066587
MCL-Lando,1,930.0,53.89878642830676,42.34022405121166,280.0594807778833,13360.25970306018,100.58214606634888,400.11870141408957
MCL-Lando,1,940.0,52.43643206443535,42.42629189260694,278.30156682923143,13578.692938758462,100.86479959713012,401.29530427688184
MCL-Lando,1,950.0,51.8605428230449,42.673790819038615,277.8777171079945,13457.560629209509,103.07479859426913,407.67235692016914
MCL-Lando,1,960.0,51.00380795941811,43.49691679370051,277.96538782059747,13391.390672911974,101.90820284227,406.54760741950616
MCL-Lando,1,970.0,50.17328082894118,43.10331717274457,280.20155470678355,13372.62240754398,100.91898175737639,401.47533339988104
MCL-Lando,1,980.0,49.19132869334487,43.218126914041186,276.14514327374786,13552.979081676629,103.10999141149325,390.8577546905043
MCL-Lando,1,990.0,47.732560530571384,44.05277367954302,281.92365479361365,13383.821897532376,102.49637915462549,380.3054538293357
MCL-Lando,1,1000.0,47.17834939824298,44.20462566036469,279.29467243249167,13667.371546610084,103.07233702960524,403.0630325499249
MCL-Lando,1,1010.0,45.68804502006596,44.30684277661808,280.0542216700862,13323.619715414245,101.65856722218875,395.34196776381447
MCL-Lando,1,1020.0,44.625464540928554,44.83968564231101,275.33787227053205,13661.675588642664,100.66141312373016,411.0637744375908
MCL-Lando,1,1030.0,43.54499548735315,45.26237931867278,283.7948837669251,13549.40794820435,102.29049217334148,393.65211440259225
MCL-Lando,1,1040.0,43.01821911132147,45.43969874919091,279.96941198693077,13568.128859473569,101.99709901009142,414.98853967992704
MCL-Lando,1,1050.0,42.258158321183984,45.1920912296043,276.4226875302528,13323.711243075171,102.07523205672639,382.92154227544376
MCL-Lando,1,1060.0,41.018607304654964,45.60211588800362,283.0612965618543,13382.639154600962,102.10000141686265,414.51242616056675
MCL-Lando,1,1070.0,40.44238966190047,45.32853945281152,283.7060147605483,13601.328598329901,100.51559607244408,395.18074036824606
MCL-Lando,1,1080.0,38.89355495312902,45.872394270109105,280.45505228747606,13425.062294253099,102.1958620301888,397.3363856226259
MCL-Lando,1,1090.0,37.60359980865552,45.93598189421595,278.08774216647316,13500.507153054938,102.20987551224219,381.2826502150074
MCL-Lando,1,1100.0,37.2145314435845,46.463031152865405,283.4110198536899,13383.100583920059,101.98197110858803,395.01461490599326
MCL-Lando,1,1110.0,36.21763712381318,46.935609242879366,279.4605987248934,13375.957167375773,100.5141818847495,399.6411572303372
MCL-Lando,1,1120.0,35.02739423864196,46.42224702629613,282.1834475568351,13667.252594239924,102.71366431311759,392.9663135570704
MCL-Lando,1,1130.0,34.258984526911455,47.3179663951557,277.93808556213753,13306.192519881668,101.29201737537579,410.52975279565845
MCL-Lando,1,1140.0,32.90269332317029,47.33781609293298,282.96616890345916,13643.379771289694,101.42411145655083,393.8492731847432
MCL-Lando,1,1150.0,31.868759205819643,47.74467160933423,278.1046965216287,13520.926690039478,101.27955144653548,416.5402526135062
MCL-Lando,1,1160.0,31.09159867670526,47.379656260965746,284.66375880819777,13574.258399369828,100.58917545403851,394.8541674747908
MCL-Lando,1,1170.0,29.66341468454394,47.89190221962425,279.22497093385243,13423.620889358248,101.42867012483224,388.9176528495372
MCL-Lando,1,1180.0,28.669117563692865,47.594373198812924,281.2122883330419,13554.499556884819,101.63510906405263,409.78360618448636
MCL-Lando,1,1190.0,27.422815419049183,48.151916311914086,277.32703115718044,13544.59070646817,101.04724631619409,388.3973525501697
MCL-Lando,1,1200.0,27.1716978322049,47.76314317960364,126.22104206728972,10348.91912095296,101.17497973236182,886.2356856881091
MCL-Lando,1,1210.0,26.09599913410542,48.26059320172947,121.0140288151557,10808.508187547115,101.81080203539075,816.1282864517365
MCL-Lando,1,1220.0,24.869017643020968,48.759493976248415,115.77864781418845,10288.614858099416,102.59293590111861,886.9305104007735
MCL-Lando,1,1230.0,23.37283596473253,48.32120628594707,115.54015174648191,10167.000636030125,101.733434287272,821.3983084506208
MCL-Lando,1,1240.0,22.819573971924175,48.391006308262654,113.84837593586842,10771.233678155146,101.10600043432568,869.3606174493792
MCL-Lando,1,1250.0,21.057094376121064,48.933464593403144,125.82544911857707,10794.477065369858,102.23924030003874,886.4091220572872
MCL-Lando,1,1260.0,20.356697408176732,49.16502641968924,121.51363626660957,10103.695139834534,100.74576432778868,814.5771920966926
MCL-Lando,1,1270.0,19.25173852997727,48.99620079231989,115.17589032396279,10356.242496896804,102.61610275649365,899.1530918444837
MCL-Lando,1,1280.0,18.508999431869906,48.918052771528565,120.76961040049778,10184.16090378927,101.33020692698231,821.0465355806655
MCL-Lando,1,1290.0,17.590054587358438,49.33383769232282,125.70274489276306,10237.43537326402,100.71048887899369,848.7195914203386
MCL-Lando,1,1300.0,16.021556806237115,48.998329233949605,115.0834531847376,10484.109394579498,102.78994525353274,862.0820373882051
MCL-Lando,1,1310.0,15.23689624754161,49.14371801409056,113.47286336297165,10376.60317983132,102.74101572232098,898.9783678769446
MCL-Lando,1,1320.0,13.851409875614,49.83926724176236,126.43781680199001,10624.269765315692,101.84071590610746,879.0905651831072
MCL-Lando,1,1330.0,12.737001535236434,49.63490641068267,112.65010156366924,10550.290078651158,103.32630245603531,869.4831330404185
MCL-Lando,1,1340.0,11.73158838366075,49.575059681225724,118.32324497350976,10822.089279145366,103.45954141411897,822.7010160527348
MCL-Lando,1,1350.0,10.570992314065274,49.92702963476723,112.79093446950397,10794.066765125148,101.76974683670171,829.7498869085506
MCL-Lando,1,1350.0,10.570992314065274,49.92702963476723,112.79093446950397,10794.066765125148,101.76974683670171,829.7498869085506
MCL-Lando,1,1360.0,9.436167771594743,49.77954903192846,122.13039949650347,10630.126097875742,101.38551019836206,842.6988149323818
MCL-Lando,1,1370.0,8.444738498165394,49.79791278612373,118.21351602962089,10388.29503783135,102.87935280952395,828.3203418150725
MCL-Lando,1,1380.0,7.484637425660097,49.78294841797836,112.63766857960643,10414.264189701264,102.9303401923589,838.5947273438298
MCL-Lando,1,1390.0,6.583405977473187,49.50436637628651,112.7650887033496,10594.550348967758,101.1163726553288,857.219818835156
MCL-Lando,1,1400.0,5.087723660181914,49.989745158611036,122.93620633454718,10491.240466654594,100.9986738346303,876.1513852666056
MCL-Lando,1,1400.0,5.087723660181914,49.989745158611036,122.93620633454718,10491.240466654594,100.9986738346303,876.1513852666056
MCL-Lando,1,1410.0,4.812090962352338,50.341351671883636,116.72008083099391,10497.176763390695,101.85299381949476,825.9822659182507
MCL-Lando,1,1420.0,3.37216612748776,49.92757175171928,113.39055541648885,10649.310348148121,100.9488450753015,826.0812223041373
MCL-Lando,1,1430.0,2.608397262132682,50.02471517591026,124.08248621494874,10450.816373575428,101.07155834017624,800.1679016929285
MCL-Lando,1,1440.0,0.6400531203792809,49.53886563696851,121.85600207044655,10629.400383831464,101.43087066556593,827.4205304605877
MCL-Lando,1,1450.0,0.37253974916792376,50.07952902124852,113.30565230729107,10745.029162122186,100.80271728433196,831.0975489034945
MCL-Lando,1,1450.0,0.37253974916792376,50.07952902124852,113.30565230729107,10745.029162122186,100.80271728433196,831.0975489034945
MCL-Lando,1,1460.0,-0.7974321492874509,49.71648062335192,127.42067680668245,10584.149819265394,101.23740711920746,828.1290451330314
MCL-Lando,1,1470.0,-2.63060294808828,50.25907375724693,126.51820314977375,10820.524188089788,102.12242160334054,816.2031735642388
MCL-Lando,1,1480.0,-3.0339667934359555,50.421699679396085,117.47800782051175,10453.842075305343,102.87085738256602,878.4059044608538
MCL-Lando,1,1490.0,-4.139728666787617,49.79877173651353,123.13010116838184,10184.535782429357,102.90292084420776,816.6429691742427
MCL-Lando,1,1500.0,-5.220835649615583,49.61423061506386,123.94595206768497,10416.303198161322,100.9866167544984,856.1762574736741
MCL-Lando,1,1510.0,-6.020993582468866,49.66355630593339,112.91843039520104,10817.092435170713,101.68551933643363,852.8985791097547
MCL-Lando,1,1520.0,-7.642199625579422,50.128702082567074,127.1416738925019,10651.135919370874,102.18242454027161,812.8403075257746
MCL-Lando,1,1530.0,-8.660747639041121,49.36948377726104,113.35176384995232,10579.688567400091,101.61479372422055,844.8242642746089
MCL-Lando,1,1540.0,-9.306889262787154,49.92937446577656,113.75789697365185,10890.9210083696,101.27066795066413,840.1700570958984
MCL-Lando,1,1550.0,-10.973759664227927,49.34406035196814,120.77586106862258,10350.752409995324,103.30089178268575,859.2118365182806
MCL-Lando,1,1560.0,-11.85725624538578,49.7160014439756,122.95555642396536,10857.353649443996,102.42127221560575,873.5553535023811
MCL-Lando,1,1570.0,-12.966946263478134,49.62293397968112,121.84542016508526,10578.621704291343,101.02313454560576,839.9688077999132
MCL-Lando,1,1580.0,-14.513359717355085,49.15025462445132,112.54256541918645,10131.999661328695,102.64636546408691,836.2019952688474
MCL-Lando,1,1590.0,-14.744910385380892,49.19248229234759,120.26725687694041,10103.024827213405,101.30411963324349,872.4956815682518
MCL-Lando,1,1600.0,-16.001511755898377,49.60986372480819,124.99177603382188,10563.818999983721,100.5085425752819,805.8660686786741
MCL-Lando,1,1610.0,-16.990907736131383,48.9369782247267,122.37763338409657,10813.672267054055,100.89278018247555,884.0575276282419
MCL-Lando,1,1620.0,-18.514965385295255,48.97622623798207,119.42468335480258,10582.871108510379,101.3994945231696,888.9965251584927
MCL-Lando,1,1630.0,-19.169543781833553,49.015191045137456,112.36312930405238,10805.773622081973,103.05096628068027,860.9733775932763
MCL-Lando,1,1640.0,-20.77747375827938,48.53769850110978,118.2297589527584,10891.064717387157,102.31061430108517,840.3947090033869
MCL-Lando,1,1650.0,-21.69169776093416,48.932952544630815,116.3251412035816,10261.106308779074,100.93649269226367,814.7733961030065
MCL-Lando,1,1660.0,-22.98226115085422,48.48469229478726,116.84521670791838,10205.668879644734,100.50994028562928,887.7062291122686
MCL-Lando,1,1670.0,-23.226222949264717,48.1142663854818,126.29255956911047,10878.436429155787,101.37519171372966,841.434957400666
MCL-Lando,1,1680.0,-24.671897720615956,48.52064087394361,119.73502849928562,10544.536831631574,101.85698660565559,889.391386790022
MCL-Lando,1,1690.0,-25.702698484759868,48.188428429849836,117.16033812339111,10532.719106152215,102.82009507201973,826.8108016626729
MCL-Lando,1,1700.0,-26.84756700784926,48.64847865090668,118.41855100155854,10274.119320030031,102.4982762301239,848.2179451105277
MCL-Lando,1,1710.0,-27.890076544843403,48.33788243366766,121.32898199657453,10861.66461266716,101.14731112150429,865.4465148011986
MCL-Lando,1,1710.0,-27.890076544843403,48.33788243366766,121.32898199657453,10861.66461266716,101.14731112150429,865.4465148011986
MCL-Lando,1,1720.0,-29.028935676357065,48.274050213365875,121.74861424877543,10838.227519114675,103.08706376152841,833.4795980680206
MCL-Lando,1,1730.0,-29.610724255664046,47.925256493792034,126.44413100957846,10510.90659686361,101.39769334774144,837.6826483473541
MCL-Lando,1,1740.0,-30.732473148470522,47.243505709762225,122.06705225972411,10556.564764907169,102.09136093386705,872.3886849289668
MCL-Lando,1,1750.0,-32.19895950661747,47.30576296881588,123.12339300773382,10267.06638098102,102.15920105881158,875.7615494731623
MCL-Lando,1,1760.0,-32.801829934352654,47.25147845444654,116.60650102732902,10453.18712557503,103.2521930138401,849.6533626651116
MCL-Lando,1,1770.0,-33.805357459108016,46.77675463496541,126.9147312997959,10687.644401523457,103.18383019706832,880.3708427673116
MCL-Lando,1,1780.0,-35.40688647012739,46.66521048588393,121.79012175282033,10365.953527092084,100.50679378569632,885.2002538639538
MCL-Lando,1,1790.0,-35.94550274144814,46.20452645066723,124.919808058057,10109.837664031033,103.48128203674672,808.6323876933814
MCL-Lando,1,1800.0,-37.037023153423604,46.65494900054038,277.34527813794955,13317.441967347533,103.3930657390017,396.0331804179019
MCL-Lando,1,1800.0,-37.037023153423604,46.65494900054038,277.34527813794955,13317.441967347533,103.3930657390017,396.0331804179019
MCL-Lando,1,1810.0,-38.04214468405899,46.32870977002528,283.34458530586255,13698.818824725167,103.23445419780175,384.2968444122909
MCL-Lando,1,1820.0,-39.36390436004255,46.47746911335134,281.7573556937887,13638.440161665414,100.77084654706542,404.1413362642858
MCL-Lando,1,1830.0,-40.277914043686636,45.92371994733322,280.4967013625964,13398.298468515468,103.23643282480735,393.1520496898076
MCL-Lando,1,1840.0,-41.46324715734616,45.91857792254361,281.5890634429334,13398.28561040915,100.7208324121724,393.28946114796423
MCL-Lando,1,1840.0,-41.46324715734616,45.91857792254361,281.5890634429334,13398.28561040915,100.7208324121724,393.28946114796423
MCL-Lando,1,1850.0,-42.346053689288716,45.48383297240579,275.5682110597787,13560.410221876586,102.94006969588582,410.7387551082581
MCL-Lando,1,1850.0,-42.346053689288716,45.48383297240579,275.5682110597787,13560.410221876586,102.94006969588582,410.7387551082581
MCL-Lando,1,1860.0,-42.62419412514063,45.13158408380772,284.5660853986435,13586.262612836306,102.82087500174818,392.14903927131775
MCL-Lando,1,1870.0,-43.451204840377116,45.09006159031137,279.9007220676542,13448.072399790368,101.67018671458366,400.62307286841406
MCL-Lando,1,1880.0,-44.73565618927072,44.823319263253246,280.41923929387065,13482.434128363117,100.8141985488954,417.78198541072373
MCL-Lando,1,1890.0,-46.08768025689817,44.06591752501852,281.32688204456645,13647.54560933826,101.06708381738261,406.5957720400556
MCL-Lando,1,1900.0,-46.355449062391294,43.88215019513216,281.76840186834096,13592.799619478494,102.55557612508998,381.73448083704324
MCL-Lando,1,1910.0,-48.11006450206826,43.871462414133624,283.5283968502175,13495.46232961516,101.08146310999749,386.3361346156284
MCL-Lando,1,1920.0,-48.30345971323551,43.715770695605414,283.97940901486726,13609.922577998776,102.31423328242396,384.1403059230407
MCL-Lando,1,1930.0,-49.77053218280652,43.640880104110195,283.8981123536575,13604.159076064301,101.90931410969546,396.4485046296201
MCL-Lando,1,1930.0,-49.77053218280652,43.640880104110195,283.8981123536575,13604.159076064301,101.90931410969546,396.4485046296201
MCL-Lando,1,1940.0,-50.89777715859635,42.994112811108074,275.0234015870265,13546.286307427172,100.92737734958546,382.3042018592882
MCL-Lando,1,1950.0,-51.70400435158725,42.5632809743121,284.32071030761057,13340.679246525337,102.21139228862377,400.0563034803852
MCL-Lando,1,1950.0,-51.70400435158725,42.5632809743121,284.32071030761057,13340.679246525337,102.21139228862377,400.0563034803852
MCL-Lando,1,1960.0,-52.64450196093302,42.34380439312926,284.6718350889057,13444.48700636869,103.16031279550359,398.58550735666967
MCL-Lando,1,1970.0,-53.0198881088706,42.205324001036715,281.48099751281836,13309.164042343875,101.8973474228483,410.7802750087433
MCL-Lando,1,1970.0,-53.0198881088706,42.205324001036715,281.48099751281836,13309.164042343875,101.8973474228483,410.7802750087433
MCL-Lando,1,1980.0,-54.41028798271438,41.541892543513846,281.27783968144263,13680.946835960489,102.40341928858489,392.5622943681654
MCL-Lando,1,1990.0,-54.85189606171246,41.33082306237731,284.7263126413379,13512.537805976728,101.85677419663693,385.22779776247086
MCL-Lando,1,2000.0,-56.31114594729852,41.493391257357274,277.2195338902218,13698.469245752356,102.81768257171244,383.88382785132046
MCL-Lando,1,2010.0,-57.476518797249916,40.8481995129678,283.5559054880561,13667.96201395594,100.9251623715827,402.26821283432736
MCL-Lando,1,2020.0,-57.49618317046077,41.178870124581856,277.01745728725683,13642.079200485607,101.0627697839559,390.7631415853289
MCL-Lando,1,2030.0,-58.602603517284415,40.04997998944501,282.42674456662854,13329.663607595503,100.56108143592873,418.1916645059226
MCL-Lando,1,2040.0,-59.50153473898568,40.37365578098153,281.3312463214264,13413.969538422658,102.71759561757328,383.57778520471265
MCL-Lando,1,2050.0,-60.59799162531402,39.428493959087675,282.0006039256544,13332.258150966481,101.64173838290243,414.15983001297377
